variance,skewness,curtosis,entropy,class
5.204900,-7.259000,7.221600,1.072079,1
3.320300,0.026910,0.907373,-2.855006,1
2.565000,5.789900,0.894126,-5.945527,1
1.595100,6.572000,1.677944,-4.562585,1
-0.704900,-0.171740,-0.636119,1.707410,1
-1.733100,-3.954400,1.729213,5.074180,1
-0.681800,-4.850400,5.213606,6.104039,1
6.336400,-9.284800,6.703106,1.047215,1
3.805300,-2.427300,1.180232,-0.502457,1
2.197900,2.125200,-0.177848,-1.764647,1
0.878740,2.212100,-0.106842,0.035423,1
-0.740670,-1.729900,-0.356105,3.179741,1
-0.982960,-3.422600,1.069608,4.188086,1
0.348900,-3.192900,2.611288,3.861436,1
3.855200,-3.521900,3.753173,0.983383,1
6.959900,-8.993100,4.549845,0.499705,1
4.746200,-3.120500,1.448804,-0.858932,1
3.205100,0.142790,0.107513,-0.970783,1
1.754900,0.080711,0.247599,0.806401,1
0.595870,-2.481100,0.438676,2.972521,1
0.895420,-2.027900,0.888909,2.535472,1
2.075400,-1.276700,1.148195,0.831920,1
3.277800,-1.802300,2.391873,0.196086,1
2.218300,1.254000,0.109783,-3.018590,1
3.589500,6.572000,1.808282,-10.369893,1
5.047700,5.802300,2.144246,-11.044543,1
3.574100,-3.944000,2.081818,0.409834,1
0.735100,-1.736100,0.910259,1.656591,1
2.261700,4.742800,0.882941,-6.288196,1
4.244000,13.063400,5.444050,-16.462645,1
4.021800,8.304000,3.455345,-12.164227,1
3.020100,0.672530,-0.423931,-2.806470,1
2.494100,-3.544700,2.598589,1.800779,1
0.831210,-0.039307,0.236604,-0.016885,1
2.566500,6.882400,0.480740,-7.559465,1
4.401800,12.937100,4.109031,-15.200246,1
3.757300,8.291600,1.235871,-10.235888,1
2.472500,0.401450,-0.872741,-1.642246,1
1.972500,-2.882500,1.982047,2.651302,1
2.014900,-3.687400,3.540637,2.523445,1
0.820530,-0.651810,0.444222,0.565139,1
1.788600,6.348600,0.457845,-5.612881,1
2.913800,9.471100,2.122611,-9.552356,1
1.834300,6.590700,0.339535,-5.659462,1
0.873400,0.033118,-0.582418,0.111918,1
0.703460,-2.957000,2.544636,4.042539,1
6.738700,-6.987900,7.601385,0.517156,1
2.772300,-3.277700,2.960689,1.415683,1
1.664100,1.367800,-0.203993,-2.054202,1
2.434900,9.249700,1.900544,-8.803272,1
3.793000,12.709500,4.791908,-12.196236,1
1.955100,6.975600,0.993684,-5.449951,1
0.690780,0.500770,-0.524537,0.275506,1
-0.025013,-3.399800,3.519558,5.045397,1
4.396700,-4.960100,5.303018,1.496924,1
2.456000,0.244180,0.672633,-1.315068,1
2.620000,6.855500,1.587719,-6.042924,1
2.966200,10.325700,3.461896,-8.345183,1
0.714940,4.444800,-0.144200,-2.274663,1
-0.600500,-0.999450,-0.442327,2.170123,1
-0.616520,-3.894400,3.601149,5.356795,1
5.441400,-7.236300,7.488183,1.075268,1
3.579800,-0.459370,0.818658,-2.245277,1
2.776900,5.696700,0.553691,-5.903971,1
1.835600,6.756200,1.334987,-4.910114,1
-0.300810,-0.173810,-0.757604,1.656074,1
-1.340300,-4.132300,1.831182,5.050439,1
-0.268770,-4.987000,5.506850,6.087205,1
6.523500,-9.601400,6.838737,1.340235,1
4.067900,-2.495500,1.214786,-0.613225,1
2.564000,1.705100,-0.088479,-1.535344,1
1.341400,1.916200,0.094058,0.172214,1
-0.238740,-2.087900,0.132937,3.415041,1
-0.621200,-3.677100,1.407802,4.350896,1
0.778480,-3.401900,2.967794,3.999405,1
4.124400,-3.790900,4.026552,1.299085,1
7.042100,-9.200000,4.666110,0.476477,1
4.946200,-3.571600,1.606722,-0.583254,1
3.535900,-0.304170,0.394821,-0.602555,1
2.066200,-0.169670,0.662255,1.122823,1
0.887280,-2.808000,0.696978,3.292771,1
1.094100,-2.307200,1.032712,2.718724,1
2.445800,-1.628500,1.323468,1.106063,1
3.551000,-1.895500,2.440023,0.197637,1
2.281100,0.856690,0.381432,-2.691974,1
3.605300,5.974000,2.396934,-9.837756,1
5.067600,5.187700,2.487652,-10.162563,1
3.920400,-4.072300,2.052019,0.564739,1
1.130600,-1.845800,1.151243,1.556760,1
2.456100,4.556600,1.065318,-6.365113,1
4.477500,13.030300,5.669573,-16.398375,1
4.195800,8.181900,3.479390,-11.729210,1
3.380000,0.707700,-0.313069,-2.613653,1
2.436500,-3.602600,2.637555,1.852006,1
0.776880,-0.130360,0.344662,0.086114,1
2.708300,6.826600,0.595756,-7.533452,1
4.553100,12.585400,3.895468,-15.017201,1
3.889400,7.832200,1.067179,-9.774193,1
2.508400,0.227630,-0.959267,-1.658481,1
2.165200,-3.021100,2.016748,2.762702,1
1.897400,-3.507400,3.522601,2.364365,1
0.620430,-0.558700,0.595689,0.485028,1
1.838700,6.301000,0.690688,-5.611641,1
3.000000,9.156600,2.219301,-9.344471,1
1.911600,6.160300,0.397617,-5.612903,1
1.005000,-0.084831,-0.489769,0.171697,1
0.878340,-3.257000,2.678506,4.147878,1
6.651000,-6.793400,7.602591,0.509541,1
2.546300,-3.110100,2.868227,1.296937,1
1.437700,1.432000,-0.084726,-2.154176,1
2.455400,9.040700,2.245443,-8.616823,1
3.941100,12.879200,5.314705,-12.380724,1
2.124100,6.896900,1.341662,-5.456496,1
0.743240,0.329020,-0.297230,0.386107,1
0.071503,-3.741200,3.489796,5.150840,1
4.233300,-4.916600,5.178209,1.318402,1
2.367500,0.436630,0.689571,-1.603874,1
2.552600,7.362500,1.743271,-6.735720,1
3.098600,10.460200,3.717341,-8.494764,1
0.898090,4.486200,-0.156768,-2.253164,1
-0.562320,-1.001500,-0.349539,2.245567,1
-0.539360,-3.894400,3.534863,5.436507,1
5.301200,-7.391500,7.312256,1.128078,1
3.355300,-0.355910,0.787929,-2.555503,1
2.790800,5.713300,0.477451,-5.951584,1
1.998300,6.607200,1.169530,-4.700314,1
-0.154230,-0.117940,-0.851081,1.568472,1
-1.208000,-4.074400,1.835555,5.113601,1
-0.295200,-4.885600,5.350089,6.060554,1
6.424700,-9.531100,6.770918,1.049279,1
3.993300,-2.621800,1.243564,-0.439505,1
2.659000,1.605800,0.050873,-1.373654,1
1.409400,2.125200,0.173619,0.132764,1
-0.110320,-1.974100,0.117872,3.427437,1
-0.523740,-3.644000,1.328981,4.335880,1
0.767940,-3.459800,2.847188,3.934337,1
3.969800,-3.681200,3.870016,1.220510,1
7.036400,-9.293100,4.509669,0.546253,1
4.944700,-3.300500,1.592512,-0.824021,1
3.593300,-0.229680,0.440573,-0.651703,1
2.167400,-0.124150,0.687758,1.168475,1
0.960700,-2.696300,0.807464,3.289413,1
1.080200,-2.199600,0.855621,2.753954,1
2.327700,-1.438100,1.141910,1.012236,1
3.724400,-1.903700,2.473063,0.427557,1
2.572400,0.956020,0.587856,-2.647940,1
3.929700,6.081600,2.581538,-9.812770,1
5.294300,5.146300,2.720803,-10.031072,1
3.895300,-4.039200,2.109489,0.639773,1
1.224400,-1.748500,1.169102,1.683717,1
2.640600,4.415900,1.073473,-5.887557,1
4.633800,12.750900,5.792248,-16.007573,1
4.288700,7.863300,3.726416,-11.396065,1
3.345800,0.504910,-0.118577,-2.684399,1
1.118800,-3.335700,1.722720,1.635124,1
-0.559390,0.310400,-0.412394,-0.250669,1
1.507800,7.319100,0.021765,-7.993104,1
3.506000,12.566700,3.114540,-14.856284,1
2.949800,8.273000,0.457154,-10.320143,1
1.602900,0.389030,-1.633357,-1.898892,1
1.266700,-2.818300,1.483468,2.691199,1
0.492810,-3.060500,2.511958,2.256336,1
-0.663650,0.045533,-0.260984,0.148947,1
0.720680,6.758300,0.297691,-5.866457,1
1.996600,9.500100,1.641902,-9.542636,1
0.973250,6.416800,-0.143151,-5.695110,1
0.025314,0.173830,-1.222520,-0.078825,1
-0.062525,-2.930100,2.085956,3.921293,1
5.525000,-6.325800,6.682974,0.149609,1
1.294300,-2.673500,1.875741,1.148420,1
0.240370,1.783700,-0.892524,-2.302975,1
1.396800,9.669800,1.825110,-9.294116,1
2.967200,13.286900,4.702351,-12.895860,1
1.100500,7.250800,0.576374,-5.997575,1
-0.224320,0.521470,-1.250083,0.210901,1
-0.904070,-3.370800,2.947238,5.021574,1
2.861900,-4.519300,4.119492,1.240939,1
1.083300,0.312470,-0.207356,-1.330316,1
1.568100,7.244600,1.151254,-6.453052,1
2.054500,10.867900,2.879191,-9.154907,1
-0.234600,4.515200,-1.095449,-2.319422,1
-1.581000,-0.869090,-1.175932,2.156393,1
-1.551400,-3.801300,2.933386,5.440160,1
4.147900,-7.122500,6.325146,1.086248,1
2.262500,0.099335,-0.040626,-2.854195,1
1.747900,5.823000,-0.278824,-5.987230,1
0.959230,6.712800,0.455124,-4.975763,1
-1.345100,-0.235890,-1.603339,1.647972,1
-2.227900,-4.095100,1.333743,5.074823,1
-1.257200,-4.873100,4.974852,6.139931,1
5.385700,-9.121400,5.779647,1.339923,1
2.978600,-2.344500,0.479173,-0.457341,1
1.585100,2.156200,-0.623377,-1.828226,1
0.218880,2.203800,-0.572187,0.005964,1
-1.318300,-1.901700,-0.582240,3.260156,1
-1.489600,-3.428800,0.777773,4.204333,1
-0.115920,-3.221900,2.274063,3.833134,1
3.392400,-3.356400,3.367283,1.262341,1
6.163200,-8.709600,3.555931,0.782109,1
4.078600,-2.923900,0.781978,-0.757255,1
2.589900,0.391100,-0.278238,-0.990238,1
1.011600,0.190380,-0.144691,0.894346,1
-0.066129,-2.491400,0.153975,3.001136,1
0.247450,-1.936800,0.408921,2.565252,1
1.573200,-1.063600,0.717042,0.834767,1
2.166800,-1.593300,1.664400,0.217931,1
1.166700,1.423700,-0.195620,-2.991532,1
2.839100,6.630000,2.056145,-10.289934,1
4.504600,5.812600,2.225009,-10.669997,1
2.410000,-3.743300,1.216443,0.599828,1
-0.406140,-1.349200,0.325756,1.519770,1
1.388700,4.877300,0.675707,-6.451120,1
3.750300,13.458600,5.495092,-16.942164,1
3.563700,8.382700,3.205205,-12.039826,1
2.541900,0.658040,-0.760584,-2.838124,1
